person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,male,Master,95945.0,3,RENT,11066.0,HOMEIMPROVEMENT,12.96,0.11533691177236959,4.0,625,Yes,0
30.0,female,Associate,39201.0,9,RENT,6595.0,VENTURE,14.65,0.16823550419632152,9.0,658,No,0
32.0,female,Master,49047.0,12,RENT,7500.0,PERSONAL,8.94,0.15291455134870635,7.0,676,Yes,0
25.0,female,Associate,40975.0,1,RENT,3235.0,VENTURE,7.03,0.07895057962172056,4.0,568,No,0
26.0,female,Bachelor,80460.0,5,MORTGAGE,15000.0,VENTURE,10.27,0.18642803877703207,4.0,674,Yes,0
33.0,female,Associate,94247.0,8,MORTGAGE,12000.0,VENTURE,10.19,0.12732500769255256,9.0,629,Yes,0
29.0,male,Associate,152491.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.88,0.09836646097146717,8.0,675,No,0
24.0,female,Associate,32484.0,0,RENT,7138.0,EDUCATION,6.06,0.21973894840536878,4.0,660,Yes,0
27.0,male,High School,80494.0,4,MORTGAGE,10000.0,VENTURE,8.08,0.12423286207667653,7.0,645,Yes,0
27.0,male,High School,40556.0,7,RENT,2000.0,DEBTCONSOLIDATION,12.1,0.049314528059966466,5.0,591,No,0
28.0,male,Associate,112986.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.07,0.026551962190005843,9.0,654,Yes,0
31.0,female,Master,65792.0,12,MORTGAGE,20870.0,VENTURE,9.16,0.31721181906614787,9.0,698,No,0
23.0,male,High School,70049.0,0,MORTGAGE,6000.0,MEDICAL,10.1,0.08565432768490629,3.0,646,Yes,0
30.0,female,Master,55117.0,5,RENT,8558.0,EDUCATION,12.02,0.15526969900393708,5.0,572,Yes,0
22.0,male,Bachelor,65915.0,0,MORTGAGE,7000.0,MEDICAL,10.97,0.10619737540772206,3.0,571,Yes,0
28.0,female,Bachelor,144992.0,3,MORTGAGE,3701.0,VENTURE,12.64,0.025525546237033767,8.0,550,Yes,0
25.0,male,Master,121396.0,1,MORTGAGE,20000.0,HOMEIMPROVEMENT,6.52,0.16475007413753337,6.0,710,Yes,0
23.0,male,High School,105524.0,2,MORTGAGE,7500.0,DEBTCONSOLIDATION,10.94,0.07107387892801638,2.0,686,No,0
26.0,male,Associate,49016.0,3,RENT,5000.0,DEBTCONSOLIDATION,10.07,0.10200750775257059,3.0,594,No,0
33.0,male,Associate,53857.0,12,RENT,9267.0,MEDICAL,7.4,0.1720667694078764,7.0,681,Yes,0
24.0,female,Associate,59576.0,0,MORTGAGE,2404.0,VENTURE,7.63,0.04035181952464079,3.0,649,Yes,0
34.0,male,Master,59369.0,9,MORTGAGE,5000.0,MEDICAL,7.51,0.08421903687109435,9.0,714,Yes,0
25.0,female,Master,52699.0,3,RENT,2067.0,EDUCATION,11.45,0.039222755650012334,4.0,649,Yes,0
23.0,male,High School,87421.0,1,MORTGAGE,13010.0,MEDICAL,10.84,0.14882007755573604,3.0,641,Yes,0
23.0,male,Associate,26582.0,0,RENT,6000.0,EDUCATION,15.27,0.2257166503649086,2.0,650,Yes,0
24.0,male,Master,109156.0,0,MORTGAGE,7500.0,DEBTCONSOLIDATION,11.02,0.06870900362783539,4.0,673,No,0
33.0,male,Bachelor,78955.0,10,MORTGAGE,12000.0,VENTURE,9.74,0.15198530808688493,7.0,549,Yes,0
33.0,male,Bachelor,56224.0,11,RENT,6000.0,EDUCATION,8.74,0.10671599317017644,8.0,630,Yes,0
23.0,female,Bachelor,60901.0,0,RENT,7200.0,VENTURE,10.1,0.11822465969360109,4.0,654,Yes,0
23.0,male,Associate,140806.0,0,MORTGAGE,11000.0,EDUCATION,8.39,0.07812167095152195,3.0,649,Yes,0
31.0,male,Bachelor,109299.0,10,MORTGAGE,18000.0,MEDICAL,9.96,0.16468586171877145,9.0,708,Yes,0
30.0,female,Associate,156689.0,6,RENT,8414.0,MEDICAL,12.95,0.05369872805366044,5.0,674,Yes,0
24.0,female,Bachelor,91150.0,5,RENT,12000.0,PERSONAL,12.04,0.13165112452002195,4.0,658,Yes,0
24.0,female,High School,36679.0,2,MORTGAGE,3000.0,DEBTCONSOLIDATION,6.53,0.0817906704108618,6.0,658,Yes,0
26.0,male,Associate,48922.0,3,RENT,3600.0,EDUCATION,7.5,0.0735865254895548,4.0,590,Yes,0
29.0,female,Bachelor,82698.0,11,MORTGAGE,1760.0,EDUCATION,9.87,0.021282255919127427,9.0,700,No,0
25.0,female,High School,87319.0,2,RENT,8000.0,DEBTCONSOLIDATION,8.35,0.09161808999186889,4.0,691,Yes,0
24.0,female,Master,31033.0,1,OWN,5000.0,VENTURE,8.2,0.1611188090097638,3.0,685,No,0
35.0,male,High School,46978.0,8,OWN,10000.0,DEBTCONSOLIDATION,9.25,0.21286559666226745,7.0,577,Yes,0
36.0,female,Associate,141689.0,16,MORTGAGE,15284.0,PERSONAL,9.95,0.10787005342687153,11.0,649,No,0
25.0,male,Bachelor,84706.0,0,RENT,10000.0,MEDICAL,8.95,0.1180553915897339,3.0,574,Yes,0
24.0,female,Master,43297.0,0,MORTGAGE,9600.0,VENTURE,9.99,0.22172436889391875,3.0,604,Yes,0
37.0,female,Master,29721.0,13,OWN,7617.0,HOMEIMPROVEMENT,11.48,0.2562834359543757,11.0,699,No,0
22.0,male,High School,79142.0,0,RENT,13000.0,EDUCATION,14.24,0.16426170680548888,4.0,694,Yes,0
24.0,female,High School,41374.0,2,RENT,4450.0,MEDICAL,11.49,0.10755546961860106,4.0,565,Yes,0
33.0,female,High School,101967.0,10,RENT,9000.0,EDUCATION,5.92,0.08826385006914002,10.0,546,No,0
24.0,male,Associate,133084.0,4,RENT,20000.0,VENTURE,10.45,0.15028102551771813,4.0,625,Yes,0
25.0,male,Associate,73368.0,1,MORTGAGE,4000.0,EDUCATION,6.45,0.05451968160505943,4.0,691,Yes,0
23.0,female,Master,27118.0,0,OWN,4400.0,PERSONAL,12.53,0.1622538535290213,3.0,678,Yes,0
28.0,male,Bachelor,41783.0,5,RENT,5500.0,PERSONAL,13.01,0.13163248210994902,5.0,559,Yes,0
33.0,female,Master,52769.0,10,OWN,15000.0,MEDICAL,6.89,0.28425780287668895,9.0,552,Yes,0
28.0,male,High School,70490.0,7,RENT,4000.0,EDUCATION,7.16,0.05674563767910342,9.0,641,No,0
32.0,male,Master,60930.0,12,RENT,6000.0,PERSONAL,9.37,0.09847365829640571,8.0,683,No,0
24.0,female,Bachelor,96943.0,1,MORTGAGE,10000.0,EDUCATION,10.76,0.10315339942027789,3.0,697,No,0
24.0,male,High School,103004.0,0,MORTGAGE,9600.0,EDUCATION,10.9,0.09320026406741486,4.0,622,No,0
29.0,male,High School,72748.0,5,MORTGAGE,5000.0,PERSONAL,11.01,0.06873041183262771,8.0,589,Yes,0
23.0,female,High School,58395.0,2,RENT,4800.0,VENTURE,5.52,0.08219881839198562,3.0,632,Yes,0
33.0,female,Associate,61114.0,11,RENT,3200.0,DEBTCONSOLIDATION,9.27,0.052361161108747584,13.0,586,Yes,0
27.0,male,High School,55002.0,3,RENT,10436.0,VENTURE,12.28,0.18973855496163775,5.0,664,No,0
26.0,female,Bachelor,74603.0,2,MORTGAGE,2500.0,DEBTCONSOLIDATION,7.19,0.03351071672720936,6.0,570,No,0
33.0,male,Master,59371.0,10,RENT,10000.0,PERSONAL,14.54,0.1684323996563979,13.0,654,No,0
25.0,female,High School,57091.0,0,MORTGAGE,15000.0,MEDICAL,8.91,0.2627384351298804,5.0,596,Yes,0
31.0,female,Bachelor,61106.0,8,MORTGAGE,3500.0,PERSONAL,11.01,0.0572775177560305,6.0,584,Yes,0
25.0,male,High School,122327.0,1,MORTGAGE,20000.0,PERSONAL,9.33,0.16349620280068997,6.0,667,Yes,0
31.0,female,Bachelor,72836.0,9,MORTGAGE,10000.0,PERSONAL,9.5,0.137294744357186,7.0,614,No,0
23.0,female,Associate,109002.0,0,RENT,8000.0,EDUCATION,9.91,0.07339314874956422,3.0,662,Yes,0
23.0,male,Associate,58762.0,0,RENT,7200.0,PERSONAL,12.76,0.12252816446002518,4.0,515,Yes,0
29.0,male,Bachelor,38785.0,3,RENT,4293.0,DEBTCONSOLIDATION,9.96,0.11068712130978471,6.0,595,Yes,0
27.0,male,Associate,37116.0,4,RENT,5500.0,PERSONAL,11.31,0.14818407155943528,7.0,623,No,0
28.0,male,High School,102738.0,1,RENT,16000.0,VENTURE,11.94,0.15573594969728824,7.0,666,No,0
24.0,male,Bachelor,68399.0,0,RENT,12000.0,EDUCATION,9.11,0.1754411614204886,4.0,504,Yes,0
26.0,male,Bachelor,71472.0,1,RENT,8299.0,PERSONAL,9.7,0.1161154018356839,4.0,665,Yes,0
27.0,female,Bachelor,37088.0,2,RENT,2000.0,VENTURE,11.23,0.05392579810181191,4.0,617,Yes,0
33.0,male,Doctorate,91488.0,8,RENT,6000.0,MEDICAL,7.51,0.06558237145855195,9.0,689,Yes,0
27.0,female,Associate,59518.0,4,RENT,12000.0,PERSONAL,13.26,0.20161967808058068,6.0,723,Yes,0
24.0,male,Master,55205.0,6,MORTGAGE,9166.0,MEDICAL,10.69,0.16603568517344444,4.0,663,Yes,0
30.0,male,Bachelor,58539.0,6,MORTGAGE,17337.0,HOMEIMPROVEMENT,13.43,0.2961615333367499,10.0,631,Yes,0
35.0,male,Bachelor,145045.0,12,MORTGAGE,8934.0,MEDICAL,11.82,0.061594677513875006,7.0,666,Yes,0
37.0,female,Bachelor,46326.0,15,RENT,7000.0,DEBTCONSOLIDATION,11.72,0.1511030522816561,11.0,615,Yes,0
33.0,male,Associate,47243.0,13,MORTGAGE,10000.0,VENTURE,9.28,0.21167157039138074,9.0,580,Yes,0
32.0,female,Master,67084.0,11,MORTGAGE,1795.0,MEDICAL,7.89,0.02675749806213106,7.0,625,No,0
23.0,male,Bachelor,48769.0,4,RENT,4800.0,DEBTCONSOLIDATION,6.25,0.0984231786585741,3.0,678,Yes,0
22.0,female,Associate,103160.0,1,RENT,12000.0,VENTURE,12.03,0.11632415664986429,2.0,504,Yes,0
29.0,female,High School,85132.0,9,RENT,2000.0,EDUCATION,10.87,0.023492928628482828,5.0,593,No,0
30.0,male,Bachelor,78103.0,7,RENT,10000.0,HOMEIMPROVEMENT,11.91,0.1280360549530748,7.0,622,No,0
26.0,female,Bachelor,81448.0,4,MORTGAGE,3184.0,PERSONAL,10.91,0.039092427070032416,3.0,583,Yes,0
23.0,male,Master,103741.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.54,0.11567268485940949,4.0,627,Yes,0
37.0,male,Bachelor,51934.0,14,MORTGAGE,8330.0,PERSONAL,12.17,0.16039588708745717,14.0,507,Yes,0
26.0,male,Associate,24952.0,4,RENT,4000.0,PERSONAL,13.63,0.1603077909586406,4.0,675,No,0
24.0,male,Bachelor,138856.0,4,MORTGAGE,12000.0,EDUCATION,6.4,0.08642046436596186,4.0,645,No,0
36.0,male,Associate,83900.0,15,RENT,2000.0,MEDICAL,8.04,0.023837902264600714,12.0,603,No,0
25.0,male,High School,92165.0,4,RENT,5000.0,HOMEIMPROVEMENT,8.58,0.05425052894265719,3.0,508,Yes,0
23.0,male,High School,60900.0,0,RENT,10000.0,EDUCATION,7.56,0.16420361247947454,4.0,637,Yes,0
25.0,male,High School,66830.0,3,MORTGAGE,15000.0,EDUCATION,7.06,0.2244500972617088,2.0,625,Yes,0
30.0,female,Bachelor,126895.0,10,MORTGAGE,6000.0,VENTURE,12.84,0.04728318688679617,10.0,682,Yes,0
24.0,female,Bachelor,46603.0,3,RENT,6000.0,PERSONAL,7.35,0.12874707636847413,5.0,692,No,0
21.0,male,Associate,49189.0,1,OWN,15000.0,MEDICAL,13.16,0.30494622781516195,4.0,573,Yes,0
26.0,male,Bachelor,56025.0,5,RENT,13000.0,EDUCATION,13.69,0.2320392681838465,7.0,687,No,0
28.0,female,High School,57222.0,5,MORTGAGE,13907.0,EDUCATION,11.66,0.24303589528503022,6.0,664,No,0
30.0,female,High School,66782.0,5,RENT,3600.0,DEBTCONSOLIDATION,9.62,0.05390674133748615,7.0,600,Yes,0
33.0,female,High School,120580.0,9,RENT,8148.0,EDUCATION,8.45,0.06757339525626141,7.0,641,No,0
25.0,male,Bachelor,51290.0,3,RENT,4800.0,DEBTCONSOLIDATION,12.98,0.0935854942483915,4.0,643,Yes,0
24.0,female,High School,44244.0,0,MORTGAGE,7000.0,HOMEIMPROVEMENT,10.82,0.1582135430792876,2.0,601,Yes,0
25.0,female,Master,31250.0,0,RENT,1200.0,EDUCATION,13.63,0.0384,3.0,606,Yes,0
28.0,female,Associate,58069.0,6,RENT,12000.0,MEDICAL,11.33,0.2066507086397217,7.0,546,Yes,0
31.0,male,Bachelor,39731.0,10,RENT,2334.0,HOMEIMPROVEMENT,6.49,0.058745060532078223,6.0,675,Yes,0
26.0,male,Bachelor,84644.0,2,MORTGAGE,7000.0,MEDICAL,13.91,0.08269930532583526,4.0,640,Yes,0
24.0,female,Bachelor,55273.0,0,MORTGAGE,9098.0,HOMEIMPROVEMENT,6.35,0.16460116150742676,3.0,699,No,0
32.0,male,Associate,43716.0,8,RENT,10035.0,VENTURE,10.24,0.22954982157562448,6.0,647,Yes,0
22.0,female,High School,70698.0,0,RENT,10000.0,EDUCATION,11.08,0.14144671702169792,4.0,565,Yes,0
28.0,female,Master,63087.0,3,RENT,8000.0,DEBTCONSOLIDATION,7.55,0.12680900978014487,8.0,656,Yes,0
23.0,male,Bachelor,49066.0,0,MORTGAGE,5000.0,MEDICAL,16.06,0.10190355847226185,4.0,638,Yes,0
28.0,female,High School,104227.0,5,MORTGAGE,16000.0,EDUCATION,14.41,0.15351108637876942,6.0,664,Yes,0
25.0,male,Bachelor,108981.0,2,MORTGAGE,5000.0,VENTURE,7.23,0.045879556986997735,4.0,624,No,0
24.0,female,Bachelor,81416.0,1,MORTGAGE,16000.0,VENTURE,12.69,0.19652156824211456,3.0,540,Yes,0
34.0,female,High School,51660.0,11,RENT,2000.0,VENTURE,14.74,0.03871467286101433,11.0,657,No,0
27.0,male,Bachelor,30731.0,1,OWN,4769.0,PERSONAL,14.0,0.15518531775731345,7.0,678,No,0
29.0,female,High School,43148.0,6,RENT,7000.0,MEDICAL,12.62,0.16223231667748214,9.0,631,Yes,0
29.0,male,Master,151356.0,2,MORTGAGE,10000.0,VENTURE,5.79,0.06606939929702159,10.0,689,Yes,0
27.0,female,Associate,78527.0,5,RENT,4000.0,PERSONAL,6.94,0.05093789397277369,5.0,671,Yes,0
27.0,male,Master,47545.0,2,RENT,3000.0,DEBTCONSOLIDATION,11.48,0.06309811757282574,9.0,677,Yes,0
27.0,female,High School,48934.0,7,RENT,9590.0,VENTURE,13.94,0.19597825642702416,5.0,553,Yes,0
30.0,male,Bachelor,102801.0,5,MORTGAGE,15000.0,MEDICAL,9.69,0.14591297750021887,9.0,655,No,0
28.0,female,Associate,58622.0,6,RENT,4000.0,PERSONAL,10.38,0.06823376889222477,9.0,642,No,0
25.0,female,High School,61094.0,2,MORTGAGE,6400.0,VENTURE,8.32,0.10475660457655417,4.0,610,No,0
31.0,female,Associate,102863.0,7,MORTGAGE,3724.0,PERSONAL,6.59,0.036203493967704614,6.0,691,No,0
27.0,male,Bachelor,121029.0,5,MORTGAGE,12000.0,HOMEIMPROVEMENT,8.22,0.09914979054606747,4.0,628,Yes,0
31.0,male,Associate,79283.0,8,RENT,8000.0,PERSONAL,8.37,0.10090435528423496,5.0,633,No,0
27.0,female,Bachelor,37299.0,2,RENT,9007.0,MEDICAL,7.32,0.241481004852677,5.0,656,No,0
33.0,male,High School,162851.0,10,MORTGAGE,15000.0,EDUCATION,13.61,0.09210873743483307,9.0,633,Yes,0
32.0,female,Bachelor,123714.0,7,RENT,18000.0,MEDICAL,11.08,0.14549687181725593,10.0,552,Yes,0
26.0,female,High School,97098.0,1,RENT,9000.0,EDUCATION,10.74,0.09268985972934561,2.0,634,No,0
24.0,female,Bachelor,41722.0,2,MORTGAGE,2500.0,PERSONAL,7.4,0.05992042567470399,3.0,667,Yes,0
27.0,male,Bachelor,59378.0,8,RENT,10000.0,EDUCATION,15.65,0.1684125433662299,9.0,696,Yes,0
29.0,male,Master,84379.0,7,RENT,5000.0,PERSONAL,11.31,0.05925645006458953,7.0,632,Yes,0
34.0,female,Bachelor,46193.0,11,MORTGAGE,14404.0,PERSONAL,12.28,0.31182213755330895,6.0,603,No,0
28.0,female,Master,102836.0,4,RENT,10000.0,EDUCATION,14.37,0.097242210898907,8.0,690,No,0
26.0,female,Associate,136399.0,3,MORTGAGE,3170.0,EDUCATION,11.01,0.02324063959413192,3.0,560,Yes,0
35.0,female,Master,42715.0,14,RENT,8000.0,MEDICAL,12.4,0.18728783799602014,6.0,639,Yes,0
36.0,male,Bachelor,41582.0,11,RENT,10000.0,MEDICAL,6.47,0.2404886729835025,8.0,683,No,0
25.0,female,High School,47790.0,0,RENT,10000.0,DEBTCONSOLIDATION,10.75,0.2092487968194183,3.0,576,Yes,0
26.0,male,Associate,87150.0,6,MORTGAGE,10800.0,DEBTCONSOLIDATION,6.96,0.12392426850258176,6.0,640,Yes,0
24.0,male,High School,41013.0,1,RENT,10000.0,MEDICAL,11.06,0.24382512861775535,4.0,614,No,0
27.0,female,High School,100665.0,7,RENT,12000.0,DEBTCONSOLIDATION,9.85,0.11920727164357026,6.0,672,Yes,0
25.0,female,Associate,27287.0,0,RENT,5155.0,EDUCATION,14.26,0.1889177996848316,6.0,613,No,0
29.0,male,Bachelor,93802.0,7,MORTGAGE,1016.0,EDUCATION,7.46,0.010831325558090446,9.0,671,Yes,0
24.0,male,Bachelor,67827.0,0,MORTGAGE,8000.0,MEDICAL,9.92,0.11794713019888835,3.0,685,No,0
30.0,male,Associate,91176.0,4,RENT,12706.0,MEDICAL,14.93,0.13935684829341055,6.0,598,Yes,0
25.0,female,High School,74703.0,4,MORTGAGE,13000.0,VENTURE,9.96,0.17402246228397789,4.0,598,Yes,0
28.0,female,Bachelor,91056.0,5,MORTGAGE,4200.0,EDUCATION,8.18,0.046125461254612546,9.0,707,No,0
25.0,female,Associate,67974.0,4,MORTGAGE,3071.0,PERSONAL,10.07,0.04517903904434048,5.0,636,No,0
23.0,female,High School,67131.0,0,RENT,13485.0,MEDICAL,9.6,0.200875899360951,4.0,633,No,0
23.0,male,High School,73026.0,0,RENT,12000.0,DEBTCONSOLIDATION,12.61,0.1643250349190699,3.0,672,Yes,0
24.0,female,Bachelor,109135.0,3,MORTGAGE,15000.0,MEDICAL,8.51,0.1374444495349796,4.0,684,No,0
27.0,female,Bachelor,47081.0,1,RENT,5000.0,MEDICAL,8.81,0.10619995327202056,8.0,627,Yes,0
29.0,female,Master,144915.0,7,MORTGAGE,20000.0,PERSONAL,13.71,0.13801193803263984,6.0,654,Yes,0
30.0,female,Bachelor,84970.0,5,MORTGAGE,7000.0,EDUCATION,8.9,0.08238201718253502,9.0,649,Yes,0
27.0,female,Master,26297.0,1,RENT,1865.0,MEDICAL,11.56,0.07092063733505723,4.0,573,Yes,0
26.0,female,Associate,56103.0,3,RENT,5708.0,PERSONAL,10.71,0.10174143985170134,5.0,648,Yes,0
31.0,female,Bachelor,91233.0,3,MORTGAGE,3000.0,HOMEIMPROVEMENT,8.42,0.032882838446614715,6.0,639,No,0
24.0,male,Associate,71128.0,0,RENT,8000.0,PERSONAL,11.61,0.11247328759419638,4.0,585,No,0
27.0,female,High School,145087.0,3,MORTGAGE,20000.0,EDUCATION,11.75,0.13784832548746614,5.0,552,Yes,0
32.0,female,Bachelor,50493.0,13,RENT,6542.0,DEBTCONSOLIDATION,7.4,0.12956251361574872,8.0,682,No,0
25.0,female,Master,57570.0,1,MORTGAGE,12000.0,MEDICAL,10.73,0.20844189682126107,3.0,623,Yes,0
26.0,male,High School,90831.0,1,MORTGAGE,15369.0,VENTURE,6.52,0.16920434653367242,4.0,642,Yes,0
36.0,male,Bachelor,96613.0,10,MORTGAGE,10000.0,VENTURE,7.35,0.10350573939324935,11.0,654,No,0
27.0,male,Associate,119332.0,3,MORTGAGE,10096.0,HOMEIMPROVEMENT,9.24,0.08460429725471794,5.0,646,No,0
26.0,male,High School,37389.0,3,RENT,5000.0,PERSONAL,11.01,0.1337291716815106,4.0,685,Yes,0
24.0,female,Associate,61013.0,0,RENT,7500.0,PERSONAL,9.56,0.12292462262140855,4.0,607,Yes,0
27.0,female,Master,97016.0,5,RENT,8000.0,PERSONAL,13.21,0.0824606250515379,4.0,653,Yes,0
25.0,male,Associate,26310.0,0,RENT,5000.0,PERSONAL,8.2,0.19004180919802358,3.0,590,Yes,0
24.0,male,High School,78653.0,1,RENT,5000.0,PERSONAL,10.73,0.06357036603816765,3.0,637,Yes,0
24.0,male,High School,87419.0,0,RENT,3000.0,PERSONAL,11.98,0.03431748246948604,3.0,606,Yes,0
24.0,male,High School,75642.0,0,MORTGAGE,10000.0,MEDICAL,10.77,0.13220168689352477,2.0,641,No,0
36.0,male,High School,97124.0,15,MORTGAGE,17000.0,VENTURE,11.36,0.17503397718380626,12.0,674,No,0
24.0,male,Master,73014.0,4,MORTGAGE,4000.0,EDUCATION,9.17,0.05478401402470759,3.0,700,No,0
28.0,female,Associate,78947.0,8,MORTGAGE,6018.0,VENTURE,6.31,0.07622835573232675,10.0,632,Yes,0
33.0,female,Associate,77943.0,11,RENT,3000.0,EDUCATION,9.34,0.038489665524806586,9.0,603,Yes,0
28.0,male,Associate,61172.0,8,RENT,8469.0,VENTURE,12.45,0.13844569410841562,8.0,656,Yes,0
22.0,female,Bachelor,87379.0,0,MORTGAGE,5000.0,EDUCATION,11.16,0.057221986976275764,3.0,507,Yes,0
30.0,female,Master,72565.0,9,RENT,10000.0,PERSONAL,6.22,0.13780748294632397,7.0,643,No,0
25.0,female,Master,120927.0,1,MORTGAGE,15000.0,MEDICAL,11.05,0.12404177727058473,3.0,624,No,0
29.0,male,Bachelor,46756.0,5,OWN,10000.0,EDUCATION,11.19,0.2138762939515784,8.0,606,Yes,0
23.0,male,Associate,144115.0,0,MORTGAGE,12000.0,EDUCATION,8.42,0.08326683551330534,4.0,575,Yes,0
25.0,male,Bachelor,53885.0,2,RENT,10000.0,PERSONAL,12.86,0.18558040270947387,3.0,596,Yes,0
24.0,female,Associate,67014.0,0,MORTGAGE,15000.0,EDUCATION,9.59,0.22383382576775002,4.0,605,Yes,0
31.0,female,High School,56109.0,12,RENT,9000.0,PERSONAL,7.34,0.1604020745334973,6.0,691,No,0
29.0,male,Associate,93574.0,5,MORTGAGE,2275.0,DEBTCONSOLIDATION,10.15,0.0243123089747152,10.0,603,Yes,0
31.0,male,Bachelor,117143.0,8,MORTGAGE,12000.0,VENTURE,8.48,0.10243889946475675,7.0,587,Yes,0
33.0,female,Master,114864.0,12,MORTGAGE,7483.0,DEBTCONSOLIDATION,9.36,0.06514660816269675,12.0,682,No,0
23.0,female,High School,73028.0,1,RENT,9800.0,PERSONAL,12.35,0.13419510324806924,3.0,616,Yes,0
25.0,female,High School,67112.0,3,MORTGAGE,10000.0,EDUCATION,8.94,0.14900464894504709,3.0,618,Yes,0
27.0,male,Associate,108854.0,2,MORTGAGE,4000.0,DEBTCONSOLIDATION,9.56,0.036746467745787936,7.0,560,Yes,0
32.0,male,Bachelor,68933.0,5,OWN,12002.0,PERSONAL,14.91,0.1741110933805289,6.0,601,Yes,0
23.0,female,Master,59987.0,0,RENT,14000.0,PERSONAL,10.01,0.2333838998449664,3.0,661,Yes,0
36.0,female,Master,48577.0,15,RENT,10000.0,DEBTCONSOLIDATION,7.92,0.20585873973279536,9.0,613,Yes,0
30.0,male,Master,68826.0,11,MORTGAGE,12000.0,VENTURE,8.56,0.1743527155435446,9.0,576,No,0
31.0,male,Bachelor,37635.0,6,RENT,2265.0,DEBTCONSOLIDATION,11.0,0.06018333997608609,7.0,632,Yes,0
25.0,female,Bachelor,44494.0,2,RENT,1200.0,MEDICAL,9.87,0.026969928529689397,4.0,545,Yes,0
24.0,male,Master,144985.0,4,MORTGAGE,6000.0,EDUCATION,9.94,0.04138359140600752,3.0,638,Yes,0
24.0,female,High School,65988.0,1,MORTGAGE,3000.0,VENTURE,9.73,0.04546281142025823,3.0,630,Yes,0
26.0,male,Bachelor,43555.0,1,RENT,9762.0,VENTURE,7.68,0.22413040982665594,7.0,679,Yes,0
35.0,male,Associate,122842.0,11,MORTGAGE,4387.0,EDUCATION,8.99,0.03571254131323163,7.0,580,Yes,0
24.0,female,High School,120766.0,3,MORTGAGE,10197.0,EDUCATION,12.99,0.08443601675968401,4.0,695,Yes,0
23.0,male,Bachelor,62991.0,0,MORTGAGE,4115.0,EDUCATION,10.3,0.06532679271641981,3.0,687,Yes,0
29.0,male,Bachelor,67342.0,5,OWN,1200.0,PERSONAL,9.99,0.017819488580677733,9.0,674,Yes,0
31.0,female,High School,79587.0,8,RENT,8000.0,PERSONAL,7.4,0.10051892897081181,6.0,581,Yes,0
26.0,male,High School,61021.0,2,MORTGAGE,5000.0,EDUCATION,9.05,0.08193900460497205,3.0,626,Yes,0
25.0,female,Associate,93257.0,3,MORTGAGE,21925.0,EDUCATION,10.12,0.23510299494944079,5.0,625,Yes,0
31.0,female,Master,76236.0,6,RENT,3194.0,HOMEIMPROVEMENT,11.1,0.04189621701033632,8.0,663,No,0
35.0,male,Bachelor,92843.0,15,RENT,20000.0,DEBTCONSOLIDATION,12.96,0.2154174251155176,11.0,663,No,0
28.0,male,Bachelor,135373.0,6,MORTGAGE,15000.0,EDUCATION,12.54,0.11080496110745865,8.0,664,No,0
23.0,male,High School,72981.0,2,RENT,7000.0,EDUCATION,6.75,0.09591537523465012,3.0,611,Yes,0
24.0,female,Master,66874.0,0,MORTGAGE,4000.0,MEDICAL,11.03,0.05981397852678171,3.0,685,Yes,0
27.0,male,Associate,118627.0,5,MORTGAGE,3966.0,DEBTCONSOLIDATION,9.21,0.03343252379306566,3.0,627,No,0
27.0,male,Associate,145127.0,5,MORTGAGE,9559.0,MEDICAL,6.92,0.06586644800760713,5.0,565,Yes,0
27.0,female,Bachelor,60684.0,5,MORTGAGE,8000.0,VENTURE,6.75,0.1318304660206974,5.0,701,No,0
24.0,male,Bachelor,144841.0,2,MORTGAGE,20000.0,HOMEIMPROVEMENT,11.7,0.138082449030316,4.0,604,Yes,0
26.0,female,Associate,84848.0,3,MORTGAGE,14000.0,VENTURE,5.58,0.16500094286253064,3.0,628,No,0
25.0,female,High School,57827.0,0,RENT,6000.0,PERSONAL,11.6,0.10375776021581615,4.0,589,Yes,0
26.0,male,Associate,150504.0,2,MORTGAGE,10000.0,VENTURE,10.75,0.06644341678626482,5.0,595,Yes,0
27.0,female,Master,41922.0,5,RENT,9000.0,PERSONAL,12.1,0.21468441391155002,7.0,684,No,0
29.0,male,Master,63503.0,4,RENT,10000.0,PERSONAL,7.28,0.15747287529723006,8.0,642,No,0
26.0,male,High School,29559.0,4,RENT,5000.0,DEBTCONSOLIDATION,12.59,0.1691532189857573,4.0,667,Yes,0
23.0,female,Associate,87590.0,2,RENT,7083.0,MEDICAL,6.89,0.08086539559310424,3.0,682,Yes,0
23.0,male,Associate,58839.0,2,MORTGAGE,3500.0,MEDICAL,11.4,0.05948435561447339,4.0,556,Yes,0
23.0,female,High School,144873.0,0,MORTGAGE,5000.0,VENTURE,14.59,0.03451298723709732,3.0,665,No,0
33.0,female,Master,124412.0,12,MORTGAGE,3424.0,DEBTCONSOLIDATION,5.89,0.02752146095231971,8.0,573,Yes,0
26.0,female,High School,43384.0,3,RENT,10503.0,MEDICAL,7.49,0.2420938594873686,4.0,547,No,0
